WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:0000000100000000030000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:0000000100000000070000000828:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:0000000100000000090000000b2c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:000000010000000005000000089a:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000900000004a8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:0000000100000000020000000a20:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
CUSTOMER:00000001000000000500000001e8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000400000000b6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:000000010000000009000000092e:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000400000000a2:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:0000000100000000020000000930:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
CUSTOMER:0000000100000000010000000515:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000040000000530:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:0000000100000000010000000176:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
STOCK:000000010000003773:1:o STOCK:000000010000003773:1:p STOCK:000000010000003773:1:q STOCK:0000000100000152fa:1:c STOCK:0000000100000152fa:1:e STOCK:0000000100000152fa:1:n STOCK:0000000100000152fa:1:o STOCK:0000000100000152fa:1:p STOCK:0000000100000152fa:1:q STOCK:000000010000012657:1:c STOCK:000000010000012657:1:e STOCK:000000010000012657:1:n STOCK:000000010000012657:1:o STOCK:000000010000012657:1:p STOCK:000000010000012657:1:q
STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q STOCK:000000010000002b5d:1:c STOCK:000000010000002b5d:1:d STOCK:000000010000002b5d:1:n STOCK:000000010000002b5d:1:o STOCK:000000010000002b5d:1:p STOCK:000000010000002b5d:1:q STOCK:0000000100000128cc:1:c
ITEM:0001377d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000009:1:i DISTRICT:000000010000000009:1:k CUSTOMER:00000001000000000900000003d0:1:f CUSTOMER:00000001000000000900000003d0:1:n CUSTOMER:00000001000000000900000003d0:1:p STOCK:000000010000016b38:1:c STOCK:000000010000016b38:1:l STOCK:000000010000016b38:1:n STOCK:000000010000016b38:1:o STOCK:000000010000016b38:1:p STOCK:000000010000016b38:1:q STOCK:00000001000000104e:1:c STOCK:00000001000000104e:1:l
STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q STOCK:000000010000002b5d:1:c STOCK:000000010000002b5d:1:d STOCK:000000010000002b5d:1:n STOCK:000000010000002b5d:1:o STOCK:000000010000002b5d:1:p STOCK:000000010000002b5d:1:q
ITEM:0001377d:1:d ITEM:0001377d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000009:1:i DISTRICT:000000010000000009:1:k CUSTOMER:00000001000000000900000003d0:1:f CUSTOMER:00000001000000000900000003d0:1:n CUSTOMER:00000001000000000900000003d0:1:p STOCK:000000010000016b38:1:c STOCK:000000010000016b38:1:l STOCK:000000010000016b38:1:n STOCK:000000010000016b38:1:o STOCK:000000010000016b38:1:p STOCK:000000010000016b38:1:q STOCK:00000001000000104e:1:c
STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q STOCK:000000010000002b5d:1:c STOCK:000000010000002b5d:1:d STOCK:000000010000002b5d:1:n STOCK:000000010000002b5d:1:o STOCK:000000010000002b5d:1:p
STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q STOCK:000000010000002b5d:1:c STOCK:000000010000002b5d:1:d STOCK:000000010000002b5d:1:n STOCK:000000010000002b5d:1:o
STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q STOCK:000000010000002b5d:1:c STOCK:000000010000002b5d:1:d STOCK:000000010000002b5d:1:n
STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q STOCK:000000010000002b5d:1:c STOCK:000000010000002b5d:1:d
STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q STOCK:000000010000002b5d:1:c
STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p STOCK:00000001000000f75e:1:q
STOCK:00000001000000375d:1:c STOCK:00000001000000f0ca:1:c STOCK:00000001000000967c:1:c STOCK:000000010000002b5e:1:c STOCK:00000001000000757b:1:c STOCK:00000001000001614b:1:c STOCK:00000001000000477d:1:c STOCK:00000001000000363f:1:c STOCK:00000001000000d67f:1:c STOCK:00000001000001577f:1:c STOCK:00000001000000d475:1:c STOCK:00000001000000b46d:1:c STOCK:000000010000016377:1:c STOCK:00000001000001570f:1:c STOCK:00000001000000f08f:1:c
STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o STOCK:00000001000000f75e:1:p
STOCK:000000010000009375:1:d STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n STOCK:00000001000000f75e:1:o
STOCK:000000010000009375:1:c STOCK:000000010000009375:1:d STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d STOCK:00000001000000f75e:1:n
CUSTOMER:00000001000000000100000004d0:1:p STOCK:000000010000009375:1:c STOCK:000000010000009375:1:d STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c STOCK:00000001000000f75e:1:d
CUSTOMER:00000001000000000100000004d0:1:n CUSTOMER:00000001000000000100000004d0:1:p STOCK:000000010000009375:1:c STOCK:000000010000009375:1:d STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q STOCK:00000001000000f75e:1:c
CUSTOMER:00000001000000000100000004d0:1:f CUSTOMER:00000001000000000100000004d0:1:n CUSTOMER:00000001000000000100000004d0:1:p STOCK:000000010000009375:1:c STOCK:000000010000009375:1:d STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p STOCK:000000010000005773:1:q
DISTRICT:000000010000000001:1:k CUSTOMER:00000001000000000100000004d0:1:f CUSTOMER:00000001000000000100000004d0:1:n CUSTOMER:00000001000000000100000004d0:1:p STOCK:000000010000009375:1:c STOCK:000000010000009375:1:d STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o STOCK:000000010000005773:1:p
DISTRICT:000000010000000001:1:i DISTRICT:000000010000000001:1:k CUSTOMER:00000001000000000100000004d0:1:f CUSTOMER:00000001000000000100000004d0:1:n CUSTOMER:00000001000000000100000004d0:1:p STOCK:000000010000009375:1:c STOCK:000000010000009375:1:d STOCK:000000010000009375:1:n STOCK:000000010000009375:1:o STOCK:000000010000009375:1:p STOCK:000000010000009375:1:q STOCK:000000010000005773:1:c STOCK:000000010000005773:1:d STOCK:000000010000005773:1:n STOCK:000000010000005773:1:o
DISTRICT:000000010000000003:1:k CUSTOMER:0000000100000000030000000173:1:f CUSTOMER:0000000100000000030000000173:1:n CUSTOMER:0000000100000000030000000173:1:p STOCK:00000001000000d67f:1:c STOCK:00000001000000d67f:1:f STOCK:00000001000000d67f:1:n STOCK:00000001000000d67f:1:o STOCK:00000001000000d67f:1:p STOCK:00000001000000d67f:1:q STOCK:00000001000001577f:1:c STOCK:00000001000001577f:1:f STOCK:00000001000001577f:1:n STOCK:00000001000001577f:1:o STOCK:00000001000001577f:1:p
DISTRICT:000000010000000003:1:i DISTRICT:000000010000000003:1:k CUSTOMER:0000000100000000030000000173:1:f CUSTOMER:0000000100000000030000000173:1:n CUSTOMER:0000000100000000030000000173:1:p STOCK:00000001000000d67f:1:c STOCK:00000001000000d67f:1:f STOCK:00000001000000d67f:1:n STOCK:00000001000000d67f:1:o STOCK:00000001000000d67f:1:p STOCK:00000001000000d67f:1:q STOCK:00000001000001577f:1:c STOCK:00000001000001577f:1:f STOCK:00000001000001577f:1:n STOCK:00000001000001577f:1:o
ITEM:00009375:1:c ITEM:00009375:1:d ITEM:00009375:1:e ITEM:00005773:1:c ITEM:00005773:1:d ITEM:00005773:1:e ITEM:0000f75e:1:c ITEM:0000f75e:1:d ITEM:0000f75e:1:e ITEM:00002b5d:1:c ITEM:00002b5d:1:d ITEM:00002b5d:1:e ITEM:000128cc:1:c ITEM:000128cc:1:d ITEM:000128cc:1:e
ITEM:0000b46d:1:d ITEM:0000b46d:1:e ITEM:00016377:1:c ITEM:00016377:1:d ITEM:00016377:1:e ITEM:0001570f:1:c ITEM:0001570f:1:d ITEM:0001570f:1:e ITEM:0000f08f:1:c ITEM:0000f08f:1:d ITEM:0000f08f:1:e ITEM:00008375:1:c ITEM:00008375:1:d ITEM:00008375:1:e WAREHOUSE:00000001:2:h
ITEM:0000b46d:1:e ITEM:00016377:1:c ITEM:00016377:1:d ITEM:00016377:1:e ITEM:0001570f:1:c ITEM:0001570f:1:d ITEM:0001570f:1:e ITEM:0000f08f:1:c ITEM:0000f08f:1:d ITEM:0000f08f:1:e ITEM:00008375:1:c ITEM:00008375:1:d ITEM:00008375:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000003:1:i
STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p STOCK:00000001000000477d:1:q STOCK:00000001000000363f:1:c STOCK:00000001000000363f:1:f STOCK:00000001000000363f:1:n STOCK:00000001000000363f:1:o STOCK:00000001000000363f:1:p STOCK:00000001000000363f:1:q
STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p STOCK:00000001000000477d:1:q STOCK:00000001000000363f:1:c STOCK:00000001000000363f:1:f STOCK:00000001000000363f:1:n STOCK:00000001000000363f:1:o STOCK:00000001000000363f:1:p
STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p STOCK:00000001000000477d:1:q STOCK:00000001000000363f:1:c STOCK:00000001000000363f:1:f STOCK:00000001000000363f:1:n STOCK:00000001000000363f:1:o
STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p STOCK:00000001000000477d:1:q STOCK:00000001000000363f:1:c STOCK:00000001000000363f:1:f STOCK:00000001000000363f:1:n
STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p STOCK:00000001000000477d:1:q STOCK:00000001000000363f:1:c STOCK:00000001000000363f:1:f
STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p STOCK:00000001000000477d:1:q STOCK:00000001000000363f:1:c
STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p STOCK:00000001000000477d:1:q
STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o STOCK:00000001000000477d:1:p
STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n STOCK:00000001000000477d:1:o
STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f STOCK:00000001000000477d:1:n
STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c STOCK:00000001000000477d:1:f
STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q STOCK:00000001000000477d:1:c
STOCK:00000001000000b33f:1:c STOCK:00000001000000375d:1:c STOCK:00000001000000f0ca:1:c STOCK:00000001000000967c:1:c STOCK:000000010000002b5e:1:c STOCK:00000001000000757b:1:c STOCK:00000001000001614b:1:c STOCK:00000001000000477d:1:c STOCK:00000001000000363f:1:c STOCK:00000001000000d67f:1:c STOCK:00000001000001577f:1:c STOCK:00000001000000d475:1:c STOCK:00000001000000b46d:1:c STOCK:000000010000016377:1:c STOCK:00000001000001570f:1:c
STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p STOCK:00000001000001614b:1:q
STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o STOCK:00000001000001614b:1:p
STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n STOCK:00000001000001614b:1:o
STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f STOCK:00000001000001614b:1:n
STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c STOCK:00000001000001614b:1:f
STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q STOCK:00000001000001614b:1:c
STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p STOCK:00000001000000757b:1:q
STOCK:00000001000000967c:1:n STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o STOCK:00000001000000757b:1:p
STOCK:00000001000000967c:1:f STOCK:00000001000000967c:1:n STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n STOCK:00000001000000757b:1:o
STOCK:00000001000000967c:1:c STOCK:00000001000000967c:1:f STOCK:00000001000000967c:1:n STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f STOCK:00000001000000757b:1:n
STOCK:00000001000000f0ca:1:q STOCK:00000001000000967c:1:c STOCK:00000001000000967c:1:f STOCK:00000001000000967c:1:n STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c STOCK:00000001000000757b:1:f
STOCK:00000001000000f0ca:1:p STOCK:00000001000000f0ca:1:q STOCK:00000001000000967c:1:c STOCK:00000001000000967c:1:f STOCK:00000001000000967c:1:n STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q STOCK:00000001000000757b:1:c
STOCK:00000001000000f0ca:1:o STOCK:00000001000000f0ca:1:p STOCK:00000001000000f0ca:1:q STOCK:00000001000000967c:1:c STOCK:00000001000000967c:1:f STOCK:00000001000000967c:1:n STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p STOCK:000000010000002b5e:1:q
STOCK:00000001000000f0ca:1:n STOCK:00000001000000f0ca:1:o STOCK:00000001000000f0ca:1:p STOCK:00000001000000f0ca:1:q STOCK:00000001000000967c:1:c STOCK:00000001000000967c:1:f STOCK:00000001000000967c:1:n STOCK:00000001000000967c:1:o STOCK:00000001000000967c:1:p STOCK:00000001000000967c:1:q STOCK:000000010000002b5e:1:c STOCK:000000010000002b5e:1:f STOCK:000000010000002b5e:1:n STOCK:000000010000002b5e:1:o STOCK:000000010000002b5e:1:p
